section,sent.no,filename,sentences,neutral,generalization,exemplification,attribution,conditional,ID
e,159,sn.48.1.05_nonotes.txt,"At one point in American Pastoral, Nathan ponders the question of why he is so obsessed with the Swede: “Why the appetite to know this guy?...",1,0,0,0,0,1196
b,177,ci.43.1.688292_nonotes.txt,"The leaps of perspective they involve between “Chain,” “Starr” and “Moon” are giddying, made all the sharper by Satan’s sudden lurch into creation after the dimensionless and crude consistency of Chaos.",1,0,0,0,0,1197
e,213,ci.42.4.686950_nonotes.txt,"The more powerful the cognitive capabilities of technical systems, the more far-reaching are the results and transformations associated with them.",0,1,0,0,0,1198
e,237,sr.55.3.02_nonotes.txt,"It is a dispatch from a visitor to a region scarred by war and weakened by hunger, whose elite stood to profit from supplying captive and fettered black bodies to the slave-driven economy of the Atlantic Rim.",1,0,0,0,0,1199
e,183,nlh.47.2.631302_nonotes.txt,"The attitudes and attachments of a person of faith occupying the role of communicant or theological apologist are crucially different from those of a scholar of religion comparing practices from Papua New Guinea to Vatican City (though they may, in fact, be the same person).",0,1,0,0,0,1200
e,237,sr.55.4.01_nonotes.txt,"Underlying the affirmation of community and representation of the associative complexity of human emotion in ""Ode to a Nightingale,"" moreover, is a deep and enabling choice of life.",0,1,0,0,0,1201
e,318,asr.2016.81.2.215_nonotes.txt,"Moreover, whereas we assume a high degree of consensus across individuals about conceptual space, research in cognitive science and sociology shows that individuals do not always agree on the meanings of categories or on how items should be categorized.",0,1,0,1,0,1202
e,258,asr.2016.81.2.290_nonotes.txt,"Overall, the weight of the evidence suggests that high crime is not the price of racial/ethnic inequality in affluence, but rather the price of racial/ethnic disparities in disadvantage.",0,1,0,0,0,1203
b,240,ci.42.4.686945_nonotes.txt,Spiritualism is not a text but a machine.,0,1,0,0,0,1204
e,201,modernismmodernity.2016.23.1.65_nonotes.txt,"The disquieting spectacle of the now independently moving puppet with dangling legs and lolling head suggests the existence of a muscular memory that persists, as James acknowledges, in the absence of external stimuli.",1,0,0,0,0,1205
e,219,sr.55.2.01_nonotes.txt,"As I note above, pre-show publicity in The Morning Post, potentially authored or influenced by Robinson, announced the drama alongside denunciations of upper-class gambling, connecting the wasteful habits of aristocrats to the events of the Revolution and the state of the English nation.",1,0,0,0,0,1206
b,273,pmla.2016.131.3.686_nonotes.txt,"During the clashes that broke out between Dayaks and Madurese in West Kalimantan Province in YEAR, many Dayaks adopted and even internalized the persona of headhunter to intimidate their enemies.",1,0,0,0,0,1207
e,282,sn.48.2.04_nonotes.txt,"These traces are present even in those equivalences that suggest the absence of the normative hierarchies by which we normally judge “the murder of the Jews” to be categorically distinct from “industrial trawling for herring,” to invoke what is surely The Rings of Saturn’s most famous instance of ethical flatness (Long, Image, Archive, Modernity ).",0,1,0,0,0,1208
e,189,modernismmodernity.2016.23.2.423_nonotes.txt,"Sunlight therapy not only adds a new strand to our understanding of modernism's engagement with early twentieth-century medicine, but also sheds light (as it were) on some of modernism's deepest concerns, from issues relating to the nature of selfhood and the body to questions of impersonality and emotion.",0,1,1,0,0,1209
b,177,ahr.2016.121.4.1196_nonotes.txt,But it also ran the risk of joining the very same movement it was fighting against: one that disembedded the market economy from social and labor relations.,1,0,0,0,0,1210
e,312,asr.2016.81.2.316_nonotes.txt,These results highlight the question of the extent to which coercive government policies—from the militarization of policing to the mass detainment of minorities—are responsible for the influence of legal cynicism on the persistence of violence in national as well as international settings.,1,0,0,0,0,1211
e,363,asr.2016.81.3.421_nonotes.txt,"First, the hypothesis incorrectly portrays millionaires as frictionless agents who have little or no social ties to place.",1,0,0,0,0,1212
b,249,sn.48.4.03_nonotes.txt,"Significantly, this metaphor allows for an affective relationship to go beyond the presumed closeness with a unique mother.",1,0,0,0,0,1213
b,177,ci.43.1.688292_nonotes.txt,Milton is constantly employing Satan’s perspective in and of space to replicate in prosody the experience of human error.,0,1,0,0,0,1214
e,174,ahr.2016.121.2.403_nonotes.txt,The second critical factor was Cuba’s underdevelopment: it had extensive cultivable lands to grow sugarcane and large stands of forests to fuel processing.,1,0,0,0,0,1215
b,213,sn.48.3.02_nonotes.txt,"Similarly, in Martin Chuzzlewit (YEAR–) the card tricks performed by Jonas become a metaphor for his double dealing with Charity and Mercy Pecksniff .",1,0,0,0,0,1216
b,174,modernismmodernity.2016.23.2.341_nonotes.txt,And not even as a fantasy can the criminal be fixed in place or time.,1,0,0,0,0,1217
b,222,ci.42.3.685605_nonotes.txt,The latter was proximate to though not identical with the new Indian nation-state’s project of forging a national cinema in an unmanageably diverse and multilingual country.,1,0,0,0,0,1218
b,288,asr.2016.81.6.1097_nonotes.txt,"In this study, we undertake—to the best of our knowledge—the first field experimental investigation of employment discrimination on the basis of social class signals in an elite U.S. labor market.",1,0,0,0,0,1219
e,219,ci.42.2.684359_nonotes.txt,"Actually, right now in each breath we are alive and we are dead.",0,1,0,0,0,1220
e,231,asr.2016.81.4.749_nonotes.txt,We can predict from other studies that most will marry prior to having a first birth.,0,1,0,1,0,1221
b,198,sn.48.2.03_nonotes.txt,"Before we can consider what happens when the trajectories of Fante’s diasporic characters intersect, we must first take stock of the largely unseen histories of diaspora with which they are associated.",1,0,0,0,0,1222
b,243,asr.2016.81.4.720_nonotes.txt,"We investigate the case of economically isolated, blue-collar communities in which between one-third and one-half of all denizens work in blue-collar jobs.",1,0,0,0,0,1223
e,255,nlh.47.4.643670_nonotes.txt,It is a striking characteristic of Shklovsky’s criticism that some of his most polemical statements about form are motivated by outbursts of what can only be called sentimentality.,0,1,0,0,0,1224
e,219,ci.42.3.685606_nonotes.txt,"Indeed, the lantern houses of sixteenth-century England are nothing to some of our modern houses and façades that are made entirely of glass.",0,1,0,0,0,1225
e,234,nlh.47.4.643671_nonotes.txt,"In championing a gaze that treats tastes as simultaneously an endless series of micropractices and an unfolding evolution of macropractices, I am also championing an approach that can move between and across the sensual description of a specific event of taste and the broad historical changes to our sensorial worlds.",0,1,0,0,0,1226
e,294,asr.2016.81.5.877_nonotes.txt,"That they found our findings “hard to hear” suggests we were able to uncover more than just the community’s public, best face.",1,0,0,0,0,1227
e,171,sr.55.2.05_nonotes.txt,"Contemporary readers thus understood that the Excursion's quarto format classed the poem's aesthetic ideology, directing the poem away from those marginal figures celebrated by its text and toward those men and women of material substance who were capable of purchasing the book and assuring Wordsworth's lasting reputation.",0,1,0,0,0,1228
b,291,ci.43.1.677294_nonotes.txt,"Because in reading Spinoza as he does, Deleuze reduces to nothing the necessity of revelation, which in principle is not distinct from the necessity developed in the Ethics even while it presents itself differently.",0,1,0,1,0,1229
e,198,ahr.2016.121.1.70_nonotes.txt,"And this process was also closely connected to—and in fact dependent on—the availability of large amounts of cheap electricity, which would be supplied by a renewable source of energy.",1,0,0,0,0,1230
b,300,nlh.47.1.626114_nonotes.txt,"Direct, in this sense, means “unmediated by language”—for our language, we are uneasily aware, might well have been different.",0,1,0,0,1,1231
b,261,sn.48.4.02_nonotes.txt,"For Kundera, moving from one language to another often lays bare those transgressions, and it is in those transgressions that the originality of a given work lies.",0,1,0,0,0,1232
e,222,ci.42.3.685605_nonotes.txt,"As the brief discussion of MDT demonstrates, he brought together sonic elements from the Bengali everyday—the sound of boiling rice, for instance—together with puranic and folkloric elements such as in the use of agamani and baul (mystic) songs.",1,0,0,0,0,1233
b,108,ahr.2016.121.3.780_nonotes.txt,"Moreover, endorsing the national cause did not preclude promoting one’s individual institution at home.",0,1,0,0,0,1234
b,288,asr.2016.81.6.1097_nonotes.txt,"Using a complementary survey experiment and interviews, we find that this interplay between class signals and gender can be attributed to a commitment penalty faced by higher-class women, whereby they are selectively perceived as less committed to full-time, demanding careers than are other applicants.",0,1,0,0,0,1235
e,294,asr.2016.81.5.877_nonotes.txt,"Finally, we made every effort to talk to a diverse group of community members, to triangulate information via multiple perspectives on the same event, to engage in participant observation whenever possible, and to generate an accurate picture of town life.",1,0,0,0,0,1236
b,219,ci.42.2.684359_nonotes.txt,"Sometimes we’re clearly identifying our bodies with the kinetic activity in front of us, sometimes it’s as if we feel it impinging on us, and sometimes it’s a fuzzy amalgam of the two.",0,1,0,0,0,1237
b,180,nlh.47.4.643669_nonotes.txt,"I will conclude by elaborating the methodological challenge this account provides and use it to reflect on recent efforts to reimagine close reading, both with and without literary form.",0,1,0,0,0,1238
b,243,asr.2016.81.4.771_nonotes.txt,I selected the comparative cases from a nationally representative original survey of Mexican HTAs; I then conducted fieldwork to explore each of these cases in the United States and Mexico between YEAR and YEAR.,1,0,0,0,0,1239
e,246,asr.2016.81.2.242_nonotes.txt,"Since German reunification and EU eastern enlargement, these migrants are increasingly from Eastern Europe.",1,0,0,0,0,1240
b,306,asr.2016.81.1.190_nonotes.txt,Internal wars can arouse elite solidarity through three mechanisms.,1,0,0,0,0,1241
e,183,nlh.47.2.631302_nonotes.txt,"Intellectual, literary, and social historians, along with political theorists, are more likely to regard both developments, along with the Protestant Reformation, the Industrial Revolution, and other chapters in standard histories of modernity, as very mixed bags with very complex and variously operating ingredients.",0,1,0,0,0,1242
b,303,asr.2016.81.3.517_nonotes.txt,"Figure  depicts the relationships between claims at protest events in the United States between YEAR and YEAR using newspaper data on , protest events as a network (which we will describe in greater detail).",1,0,0,0,0,1243
e,216,sr.55.1.02_nonotes.txt,"They are in a state of undecidable difference from the word and from the theological system that the word posits before articulating theology as such-that is, before signifying God, ghosts, or Heaven.",0,1,0,0,0,1244
b,282,pmla.2016.131.5.1239_nonotes.txt,"Although Pascale Casanova's world republic of letters orbits around centers of literary capital like Paris, London, and New York, there is a contrarian's case to be made for prosaic Frankfurt as a hub of world literature, since by some accounts close to eighty percent of all the translations that appeared in the early YEARs were negotiated there (""Matchet's Diary"").",0,1,0,0,0,1245
e,192,sr.55.4.04_nonotes.txt,"Ultimately, as both a theme of the novel and an imaginative force within it, madness has the potential not simply to undermine but also to shape anew our conceptions of Scott's historical engagement.",0,1,0,0,0,1246
e,213,ci.42.4.686950_nonotes.txt,"To analyze and evaluate their effects, we need robust frameworks that recognize technical cognition as a fact, allowing us to break out of the centuries-old traditions that identify cognition solely with (human) consciousness.",0,1,0,0,0,1247
b,165,nlh.47.1.626113_nonotes.txt,"In drawing this distinction between “anecdata” skimmed from the narration of what one has experienced and “data” collected from controlled experimentation, we are, of course, setting methodological standards for knowledge production.",0,1,0,0,0,1248
e,219,sn.48.4.01_nonotes.txt,"Joyce referred to the “technique” of “Circe” as “hallucination,” and indeed, many of the characters are drunk and rationality is completely absent.",0,1,0,0,0,1249
b,261,ci.42.4.686949_nonotes.txt,"It was not the signature of a kinder, gentler secularism.",0,1,0,0,0,1250
b,303,asr.2016.81.1.85_nonotes.txt,Assimilation and discrimination have long been at the center of discussion about immigration in the United States .,0,1,0,0,0,1251
b,216,ci.42.3.685604_nonotes.txt,"Galton had tried Austin’s stereoscopic method, but his ultimate aim was to combine more than just two portraits.",1,0,0,0,0,1252
b,261,pmla.2016.131.3.622_nonotes.txt,"Aesthetics, in the face of the struggle for independence, was hardly an adequate arena for revolutionary energy.",0,1,0,0,0,1253
e,231,ahr.2016.121.3.755_nonotes.txt,The transformations of modern maritime Chaozhou cannot be understood without a consideration of the pacification campaign of Fang Yao.,0,1,0,0,0,1254
b,354,asr.2016.81.4.617_nonotes.txt,"Rather, we show that  of the largest  financial firms operating in the markets for mortgage origination and MBS issuance and underwriting have reached regulatory settlements over alleged malfeasance.",1,0,0,0,0,1255
b,258,pmla.2016.131.2.289_nonotes.txt,"In recent decades, interest in material culture has spurred many literary scholars to identify texts with specific objects: quires of printed paper bound with fabric, board, and glue; bundles of handwritten pages tied with twine; or corporeal, albeit ephemeral, patterns of electrical signals rendered on a screen.",0,1,0,0,0,1256
e,279,nlh.47.2.631307_nonotes.txt,This entails recognizing aesthetics as a sphere of validity that is not subordinate to either scientific or judicial/ethical claims.,0,1,0,0,0,1257
e,183,pmla.2016.131.2.324_nonotes.txt,"Where Ramsay foregrounds the digital method (""fully transparent""), Cordell imagines its disappearance.",1,0,0,0,0,1258
e,186,ci.42.3.685607_nonotes.txt,Present-day Russia demonstrates the resilience of the mechanisms of social life inaugurated in YEAR.,0,1,1,0,0,1259
b,219,modernismmodernity.2016.23.1.113_nonotes.txt,"The legal finding of his insanity, I argue, reinscribed the terms of this public debate into the juridical record and effectively enshrined the divided Pound in a federal institution as a model of poetic madness.",0,1,0,0,0,1260
e,240,pmla.2016.131.5.1316_nonotes.txt,"The doubly redoubled title of the volume suggests that it, like the stories it contains, is employing a doubled use of language: From Island to Island marks the outward-oriented, public dimension of the project; Inscribed Backs marks the inward, private side.",1,0,0,0,0,1261
e,249,ci.43.1.688293_nonotes.txt,The freighter is on course to intercept the US fleet as it carries out military exercises in the South China Sea.,1,0,0,0,0,1262
e,249,asr.2016.81.6.1276_nonotes.txt,"Although enforcement of this legislation was initially lacking, subsequent abatement of the most overt forms of housing discrimination may have helped weaken the links between African Americans’ childhood neighborhood characteristics and initial adult neighborhood characteristics, and between their initial adult neighborhood characteristics and subsequent trajectories of neighborhood attainment, relative to earlier cohorts.",1,0,0,0,0,1263
b,273,pmla.2016.131.3.686_nonotes.txt,"The nationalist period in Indonesia saw the ascendance of a narrative that framed the evolution of the modern nation as a triumphant subsumption of local, regional affiliations—the turning of an immense population spread across thousands of islands and fractured by ethnolinguistic and religious differences into a single ""spectacular butterfly called 'Indonesian’"".",0,1,0,0,0,1264
e,240,ci.42.4.686945_nonotes.txt,"In the course of the nineteenth century, dissymmetry also appeared.",0,1,0,0,0,1265
b,306,asr.2016.81.5.1014_nonotes.txt,A growing body of literature on masculinities in Africa and elsewhere documents a widening gulf between the breadwinning identity men seek and the livelihood strategies practically attainable for most of them.,0,1,0,1,0,1266
e,144,ci.42.3.685608_nonotes.txt,Take the case of Moretti’s suggestion of distant reading as the only way of solving the “problem” of world literature.,1,0,0,0,0,1267
b,252,asr.2016.81.6.1161_nonotes.txt,"We also examine “net penalties” that are revealed by adjusting out any part due to motherhood encouraging a loss of experience, tenure, or part-time employment.",1,0,0,0,0,1268
b,189,nlh.47.4.643673_nonotes.txt,"So, for example, while critics cannot fail to notice and may make passing comment on the one-day structure of Mrs Dalloway or Ulysses, attention tends quickly to turn to the larger temporal structures that these novels employ—the “tunnelling” method of Mrs Dalloway, the mythic structure of Ulysses.",0,1,0,0,0,1269
b,231,ahr.2016.121.3.755_nonotes.txt,"Translocalism refers to the migration of people as well as to the circulation of capital, ideas, commodities, and disease.",1,0,0,0,0,1270
b,288,asr.2016.81.5.1039_nonotes.txt,"Intrigued by this finding, we offer several alternative explanations for the reversal of the trend, and we examine their plausibility.",1,0,0,0,0,1271
b,114,sr.55.3.01_nonotes.txt,"The definition of ""romanticism"" may be (like all -isms) a matter of great debate, but little of that debate has had much to do with American poetry.",0,1,0,0,0,1272
b,237,sr.55.4.01_nonotes.txt,"Whatever the beauty of Keats's bower, it must be interpreted in a tragic sense.",0,1,0,0,0,1273
b,237,pmla.2016.131.1.64_nonotes.txt,"In this essay I propose a model for how texts like A Key, designed to function in both written and spoken registers, might help us to think past the print-centric modes of analysis common to literary and textual scholarship.",0,1,1,0,1,1274
b,180,modernismmodernity.2016.23.3.631_nonotes.txt,"This nineteenth-century literary imagination characterizes both the ""New Weird"" fiction of the current century, of which Miéville is a standard-bearer, and the novels of writers like Johnson who take up similar interests in more conventional fictional worlds than the alien landscapes conjured by Miéville and his closest contemporaries.",0,1,0,0,0,1275
b,189,ci.42.3.685602_nonotes.txt,"Today, as I did when the French Psychoanalytic Association asked me to reflect on the “use of sublimation,” I could begin by saying that my “high road” to interrogating art images is the symptom (for example, by returning to the “ravishing whiteness” described by Dora even in her contemplation of Raphael’s Sistine Madonna) rather than sublimation—a concept whose intrinsic difficulties have for many years caused me to suspect that its use derives more often than not from something that amounts to a false problem.",1,0,0,0,0,1276
b,261,ci.42.4.686949_nonotes.txt,Mesmerism ignited the US occult tradition when the Guadeloupean sugar planter Charles Poyen introduced it to New England textile factory cities in YEAR.,1,0,0,0,0,1277
e,192,ci.42.4.686961_nonotes.txt,"Smith saw paperwork, in its abilities to make durable records that act over space and time, as a vehicle of redemption, not of Bartleby-like affliction, and anxieties that people still have about his practice of baptism for the dead can be traced to the bureaucratic medium.",1,0,0,0,0,1278
b,303,asr.2016.81.1.85_nonotes.txt,"For example, use of intermarriage as a measure of cultural assimilation is widespread, but individuals who intermarry are different in consequential ways from those who do not.",0,1,0,0,0,1279
b,276,nlh.47.2.631299_nonotes.txt,"I had been reproved and felt I had something to expiate, a pettiness.",1,0,0,0,0,1280
b,294,asr.2016.81.5.1069_nonotes.txt,"Relative to time away from children, mothers and fathers reported greater positive affect in shared meals and leisure with children; mothers (only) reported more stress in basic childcare.",0,1,0,0,0,1281
e,219,sn.48.4.01_nonotes.txt,What these two episodes have in common is that both take place below full consciousness.,1,0,0,0,0,1282
e,219,sn.48.4.01_nonotes.txt,"In the case of “Penelope” we should remember, first of all, that Molly is thinking her obscene notions, not expressing them out loud in public—unlike, for instance, the cursing Italians from the “Eumaeus” episode.",1,0,0,0,0,1283
e,132,modernismmodernity.2016.23.4.855_nonotes.txt,There are various ways of taking the measure of the global dimensions of the first  global war.,1,0,0,0,0,1284
b,243,asr.2016.81.4.720_nonotes.txt,"Yet, an occupational division of labor also takes place at a spatial level, in which types of industries and jobs are unevenly distributed across communities.",0,1,0,0,0,1285
b,288,asr.2016.81.5.1039_nonotes.txt,Nor do they agree on whether the sources of the gaps and temporal changes in the decline are similar across the two gender groups.,1,0,0,0,0,1286
b,222,modernismmodernity.2016.23.1.89_nonotes.txt,"First, though, I want to invert Crawford's analogy and cast Wiener's theories in terms of wider modernist cultural perspectives.",1,0,0,0,0,1287
b,312,asr.2016.81.3.549_nonotes.txt,"Financial resources influence residential decisions, but residential decisions are also shaped by households’ preferences given the set of affordable options.",0,1,0,0,0,1288
b,246,pmla.2016.131.2.307_nonotes.txt,"Reveling in the contrasting sizes of letters on a page, attending to the texture of certain words in the mouth, fanning the pages of an open book across the face: all these interactions treat language and texts not as tools for the transmission of meaning but as mediums for creating pleasure and new forms of knowledge.",0,1,0,0,0,1289
e,195,sr.55.1.04_nonotes.txt,Yet this critique is crucially located within the knotty historical context the novel paints for its national subject.,1,0,0,0,0,1290
b,213,modernismmodernity.2016.23.2.443_nonotes.txt,"Williams, who knew Pearson from his undergraduate days, had advised him on returning to Yale to pursue his PhD (Williams to Pearson, December , YEAR).",1,0,0,0,0,1291
b,132,modernismmodernity.2016.23.4.855_nonotes.txt,"Instead of touching his ears in ""Break of Day in the Trenches,"" as Apollo touches Milton's shepherd's in ""Lycidas,"" Rosenberg's whiskered muse goes straight to the hand that writes the poem, this living hand that, as in Keats and Whitman, reaches to us across differences of time and culture.",1,0,0,0,0,1292
e,189,ci.42.2.684354_nonotes.txt,Ida’s recurring presence in these interiors renders them much more than studies of space and design and even more than studies of interiority broadly conceived.,0,1,0,0,0,1293
e,246,ci.42.4.686960_nonotes.txt,"Two examples from the New York Times, appearing in the same edition on the same day in YEAR, may help to elucidate the differences between influence as it was once regarded and identified and the way a similar process works today.",0,1,1,0,1,1294
e,303,asr.2016.81.1.85_nonotes.txt,"Using historical datasets with names can be useful for related research topics of substantive interest, including  the historical effects of distinctively black names ,  the effect of ethnic names on marriage and ethnic intermarriage, and  the effect of religion on fertility, as proxied by the use of biblical names.",0,1,0,0,0,1295
b,258,asr.2016.81.2.290_nonotes.txt,"Since YEAR, Hispanics have become the largest minority group in the United States, surpassing African Americans for the first time in U.S. history.",1,0,0,0,0,1296
e,294,asr.2016.81.5.877_nonotes.txt,"Additionally, given the larger literature on the importance of social cohesion in the diffusion of ideas, attitudes, and behaviors, it is worth investigating whether high levels of integration are a necessary condition for the formation of suicide clusters; we believe this is likely the case.",1,0,0,0,0,1297
